//------------------------------------------------------------------------------
//
// Sistema de Informa��es Hidrol�gicas
// Vers�o Web 3.0
// � 2001 Ag�ncia Nacional de �guas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// MediaDiaria: 0 = N�o, 1 = Sim
// MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transfer�ncia de vaz�es, 3 = Soma de vaz�es, 4 = ADCP
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = R�gua Seca
//
// Restri��es da consulta:
//   C�digo da Esta��o: 49330000
//
//------------------------------------------------------------------------------

//EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status;
49330000;2;01/07/1945;;1;1;2940,6;2317,7;2606,929;1;31;1;1;1;;0;2940,6;2911,6;2882,6;2859,4;2808,4;2786;2763,6;2730;2730;2702;2685,2;2663,2;2641,6;2620;2609;2609;2598;2598;2581,5;2565;2548,8;2505,8;2464,2;2444;2419;2399,2;2379,6;2360;2350,6;2341,2;2317,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/08/1945;;1;1;2313;1920;2108,355;1;29;1;1;1;;0;2313;2285,4;2271,6;2258,2;2249,4;2236,2;2227,4;2214,4;2201,5;2184,3;2176;2164;2152;2140;2131,2;2118;2100,4;2087,2;2074;2056,4;2047,6;2038,8;2021,2;2008;1990,4;1972,8;1950,8;1928,8;1920;1920;1920;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/09/1945;;1;1;1915,6;1636;1756,873;1;27;1;1;1;;0;1915,6;1911,2;1902,4;1884,8;1867,2;1862,8;1849,6;1840,8;1827,6;1814,4;1801,2;1788;1774,8;1761,6;1748,4;1744;1735,2;1726,4;1708,8;1695,4;1686,2;1677;1667,8;1654;1654;1645;1636;1645;1645;1636;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49330000;2;01/10/1945;;1;1;2713,2;1565;1805,519;30;19;1;1;1;;0;1631,5;1627;1618;1609;1587;1587;1582,6;1600,2;1609;1609;1609;1591,4;1573,8;1569,4;1595,8;1609;1609;1587;1565;1565;1578,2;1618;1677;1774,8;1955,2;2227,4;2469,4;2641,6;2707,6;2713,2;2674;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/11/1945;;1;1;4219,2;2091,6;2859,4;30;13;1;1;1;;0;2625,4;2592,5;2548,8;2495,4;2454;2399,2;2345,9;2258,2;2184,3;2140;2096;2096;2091,6;2140;2184,3;2267;2424;2609;2819,6;3066;3210,4;3314;3521,6;3672;3812;3900;4012,4;4110;4173,2;4219,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49330000;2;01/12/1945;;1;1;5870,6;4038,8;5163,667;31;6;1;1;1;;0;4228,4;4200,8;4155;4110;4065,2;4038,8;4119;4293,6;4604;4798;4980;5090;5180;5300;5360;5430;5490;5550;5590;5650;5700;5710;5750;5810;5860,3;5820;5800;5830;5850;5840;5870,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/01/1946;;1;1;8229,5;5942,7;6764,858;31;1;1;1;1;;0;5942,7;6005;6046,6;6077,8;6109;6140,2;6202,6;6244,2;6275,5;6328;6380,5;6412;6475;6538,6;6581;6634;6687;6729,4;6793;6857,2;6922;6999;7087;7186;7296;7406;7571;7692;7824;8038,8;8229,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/02/1946;;1;1;12988;7581;10978,52;15;28;1;1;1;;0;8666,2;8838;9232,2;9692,2;10259;10810;11426;11932;12306;12614;12746;12856;12944;12944;12988;12878;12372;12152;11822;11558;11206;10629,8;10315,2;9924,2;9482,8;8939;8285;7581;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
49330000;2;01/03/1946;;1;1;7053;3983;4806,645;1;18;1;1;1;;0;7053;6591;6215,8;5870,8;5596;5384,2;5116,8;4934;4815,6;4748;4634,2;4541,6;4433;4327,4;4240,6;4156;4046;3983;4001;4073,2;4119,2;4184,2;4318,8;4433;4523,2;4587,6;4662,4;4719,2;4738,4;4924;5034,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/04/1946;;1;1;5936;5148;5713,987;13;1;1;1;1;;0;5148;5257,6;5374,4;5514,4;5596;5658,4;5731,8;5763,6;5763,6;5860;5892,4;5914;5936;5914;5881,6;5827,6;5795,4;5763,6;5753;5742,4;5742,4;5742,4;5763,6;5721,2;5806;5784,8;5774,2;5742,4;5679,2;5575,6;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49330000;2;01/05/1946;;1;1;5444;3072;3893,239;1;31;1;1;1;;0;5444;5354,8;5158,4;5014,4;4854,8;4709,6;4550,8;4424;4293;4128,4;4019;3903,6;3783,2;3758;3675;3575,9;3543,5;3513,5;3506;3506;3498,5;3468,4;3438;3382,4;3312;3270;3188;3140,4;3110;3094,8;3072;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/06/1946;;1;1;3028,8;2335;2602,4;1;30;1;1;1;;0;3028,8;2979,6;2932;2887,2;2832;2785,6;2736,4;2710,4;2680;2650;2650;2635;2615;2615;2600;2590;2570;2550;2525;2495;2470;2450;2430;2410;2410;2395;2385;2370;2350;2335;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49330000;2;01/07/1946;;1;1;2320;1988,8;2139,432;1;31;1;1;1;;0;2320;2310;2295;2270;2260;2245;2240;2225;2215;2200;2185,6;2171,2;2161,6;2147,2;2132,8;2123,2;2113,6;2113,6;2104;2089,6;2080;2075,2;2065,6;2056;2046,4;2036,8;2027,2;2017,6;2008;1998,4;1988,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/08/1946;;1;1;1979,2;1669;1827,787;1;31;1;1;1;;0;1979,2;1969,6;1955,2;1950,4;1945,6;1931,2;1926,4;1912;1907,2;1902,4;1883,2;1873,6;1864;1849,6;1835,2;1825,6;1816;1801,6;1796,8;1787,2;1777,6;1768;1753,6;1744;1734,4;1724,8;1714,9;1699,6;1689,4;1674,1;1669;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/09/1946;;1;1;1659;1458,5;1538,453;1;25;1;1;1;;0;1659;1649;1639;1624;1609,4;1599,8;1590,2;1580,6;1561,8;1557,2;1543,4;1534,2;1525;1516;1507;1498;1498;1489;1480;1480;1480;1471,4;1471,4;1467,1;1458,5;1467,1;1502,5;1543,4;1571;1580,6;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49330000;2;01/10/1946;;1;1;1873,6;1391;1541,955;20;11;1;1;1;;0;1571;1534,2;1507;1471,4;1449,9;1437;1424,4;1411,8;1403,4;1395;1391;1395;1395;1399,2;1420,2;1489;1609,4;1748,8;1844,8;1873,6;1873,6;1806,4;1748,8;1689,4;1624;1561,8;1525;1489;1458,5;1432,8;1420,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/11/1946;;1;1;3658,6;1411,8;1946,7;27;1;1;1;1;;0;1411,8;1411,8;1411,8;1411,8;1416;1420,2;1437;1471,4;1502,5;1525;1552,6;1590,2;1654;1679,2;1609,4;1548;1525;1520,5;1543,4;1614,2;1639;1704,7;1897,6;2470;3064,8;3491;3658,6;3543,5;3422,8;3253,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49330000;2;01/12/1946;;1;1;4796;2270;3642,064;19;7;1;1;1;;0;3036;2826;2670;2530;2420;2305;2270;2280;2355;2595;3087,2;3716;4091,6;4371,2;4541,6;4643,6;4709,6;4748;4796;4748;4709,6;4671,8;4653;4560;4424;4193,6;3894,8;3642,2;3391,2;3117,6;2906,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/01/1947;;1;1;4934;2161,6;3560,177;24;8;1;1;1;;0;2746,8;2610;2480;2380;2295;2235;2190,4;2161,6;2195,2;2280;2420;2600;2893,6;3430,4;3903,6;4240,6;4451;4606;4709,6;4786,4;4825,4;4854,8;4914;4934;4924;4767,2;4451;4193,6;3912,4;3609,1;3364,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/02/1947;;1;1;5958;3064,8;4892,336;23;3;1;1;1;;0;3270;3110;3064,8;3180;3476;3868,8;4231,2;4496;4719,2;4914;5085,8;5200;5276,8;5364,6;5444;5484;5555,2;5616,8;5658,4;5648;5753;5849,2;5958;5903,2;5731,8;5374,4;5004,2;4748;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
49330000;2;01/03/1947;;1;1;8219;4496;6036,581;31;2;1;1;1;;0;4532,4;4496;4505;4587,6;4700;4904;5034,8;5075,6;5267,2;5464;5753;6558;6822;6613;6492;6422;6306;6136;5925;5860;5958;6204,4;6454;6414;6462;6844;6910;6921;7240;8054;8219;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/04/1947;;1;1;10303,6;7108;7906,85;3;14;1;1;1;;0;8972;9516,4;10303,6;9719,5;9038;8504;8186;7878;7724;7482;7306;7218;7152;7108;7119;7163;7240;7394;7449;7526;7570;7559;7570;7603;7669;7746;7834;7867;7878;7911;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49330000;2;01/05/1947;;1;1;7988;2774,4;4809,123;3;31;1;1;1;;0;7922;7944;7988;7900;7724;7427;7163;6690;6193;5763,6;5335,2;5014,4;4719,2;4505;4240,6;4119,2;3947,6;3758;3634;3521;3445,6;3347,2;3236,4;3164;3102,4;3000;2952,4;2893,6;2850;2808;2774,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/06/1947;;1;1;2736,4;2200;2434,733;1;29;1;1;1;;0;2736,4;2715,6;2685;2660;2635;2605;2580;2560;2540;2525;2510;2490;2475;2455;2430;2420;2410;2380;2360;2335;2315;2300;2285;2275;2255;2240;2240;2225;2200;2200;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49330000;2;01/07/1947;;1;1;2180,8;1931,2;2028,594;1;25;1;1;1;;0;2180,8;2152;2137,6;2128;2118,4;2104;2084,8;2060,8;2080;2075,2;2065,6;2056;2046,4;2041,6;2041,6;2041,6;2036,8;2022,4;2008;1993,6;1979,2;1964,8;1955,2;1940,8;1931,2;1931,2;1931,2;1940,8;1950,4;1945,6;1940,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/08/1947;;1;1;1931,2;1552,6;1715,726;1;31;1;1;1;;0;1931,2;1916,8;1892,8;1873,6;1854,4;1840;1811,2;1796,8;1792;1787,2;1768;1758,4;1744;1739,2;1724,8;1714,9;1709,8;1694,5;1674,1;1654;1649;1629;1619;1604,6;1595;1585,4;1580,6;1571;1561,8;1561,8;1552,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/09/1947;;1;1;1825,6;1471,4;1617,84;21;10;1;1;1;;0;1525;1525;1516;1511,5;1507;1502,5;1498;1502,5;1484,5;1471,4;1484,5;1498;1511,5;1538,8;1580,6;1634;1689,4;1739,2;1806,4;1820,8;1825,6;1820,8;1787,2;1748,8;1729,6;1699,6;1679,2;1659;1639;1599,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49330000;2;01/10/1947;;1;1;1629;1316;1429,797;31;23;1;1;1;;0;1575,8;1561,8;1548;1543,4;1543,4;1529,6;1511,5;1493,5;1458,5;1432,8;1416;1399,2;1387;1375;1363;1363;1355;1355;1355;1355;1343,3;1335,5;1316;1316;1316;1316;1359;1416;1489;1566,4;1629;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/11/1947;;1;1;4037;1595;2934,923;21;3;1;1;1;;0;1639;1629;1595;1599,8;1619;1679,2;1758,4;1892,8;2070,4;2275;2510;2695;2945,6;2959,2;3094,8;3140,4;3244,8;3575,9;3675;3921,2;4037;3886;3912,4;3974;3965,2;3886;3825,8;3758;3699,6;3584,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49330000;2;01/12/1947;;1;1;5414;2868;4088,165;31;12;1;1;1;;0;3716;3699,6;3716;3716;3592,5;3400;3438;3476;3295,2;3036;2932;2868;2932;3072;3270;3438;3634;4019;4424;4653;4854,8;4944;5034,8;5085,8;5096;5096;5137,6;5179,2;5248;5315,6;5414;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/01/1948;;1;1;6525;5474;6131,548;26;1;1;1;1;;0;5474;5545;5596;5648;5700;5742,4;5784,8;5838,4;5881,6;5925;5958;6013;6057,6;6113,6;6147,4;6193;6227,2;6250;6334;6390;6406;6430;6454;6470;6481;6525;6481;6514;6514;6492;6492;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/02/1948;;1;1;6470;3140,4;4539,704;1;25;1;1;1;;0;6470;6470;6454;6446;6390;6250;6080;5849,2;5565,4;5189,6;4884,2;4532,4;4275,8;4037;3843;3707,8;3536;3498,5;3445,6;3391,2;3347,2;3295,2;3228;3156;3140,4;3253,2;3543,5;4001;4371,2;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
49330000;2;01/03/1948;;1;1;7196;4624,8;5553,039;13;1;1;1;1;;0;4624,8;4835,2;4964;5127,2;5325,4;5434;5514,4;5606,4;5892,4;6035,2;6091,2;6238,6;7196;7108;6536;6080;5731,8;5474;5354,8;5286,4;5228,8;5364,6;5276,8;5238,4;5168,8;5137,6;5116,8;5219,2;5364,6;5296;5276,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/04/1948;;1;1;5296;2802,4;4209,053;1;30;1;1;1;;0;5296;5296;5286,4;5189,6;5096;4974;4864,6;4767,2;4653;4596,8;4550,8;4514;4487;4478;4424;4424;4318,8;4240,6;4165,4;3930;3808,6;3634;3600,8;3400;3303,6;3196;3140,4;2959,2;2874,4;2802,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49330000;2;01/05/1948;;1;1;2736,4;2008;2310,284;1;30;1;1;1;;0;2736,4;2690;2660;2625;2615;2570;2525;2490;2450;2450;2425;2390;2350;2340;2290;2245;2225;2200;2190,4;2190,4;2195,2;2161,6;2142,4;2104;2080;2104;2084,8;2051,2;2022,4;2008;2008;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/06/1948;;1;1;1993,6;1816;1894,4;1;29;1;1;1;;0;1993,6;1988,8;1979,2;1969,6;1964,8;1955,2;1940,8;1926,4;1912;1897,6;1888;1878,4;1873,6;1864;1854,4;1844,8;1844,8;1854,4;1873,6;1888;1902,4;1888;1888;1888;1892,8;1873,6;1844,8;1830,4;1816;1816;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49330000;2;01/07/1948;;1;1;1816;1525;1644,639;1;29;1;1;1;;0;1816;1801,6;1796,8;1787,2;1768;1744;1729,6;1720;1720;1720;1694,5;1684,3;1649;1619;1599,8;1580,6;1580,6;1585,4;1590,2;1604,6;1599,8;1604,6;1575,8;1590,2;1571;1571;1561,8;1543,4;1525;1525;1525;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/08/1948;;1;1;1516;1287,2;1394,461;1;31;1;1;1;;0;1516;1516;1511,5;1502,5;1489;1467,1;1454,2;1441,3;1432,8;1424,4;1411,8;1395;1387;1387;1383;1375;1371;1367;1363;1363;1351,1;1347,2;1339,4;1339,4;1355;1355;1347,2;1331,6;1316;1301,6;1287,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/09/1948;;1;1;1287,2;1154;1202,48;1;27;1;1;1;;0;1287,2;1283,6;1258,4;1244;1236,8;1226;1226;1222,4;1222,4;1222,4;1215,2;1204,4;1193,6;1193,6;1193,6;1193,6;1193,6;1190;1190;1190;1186,4;1182,8;1175,6;1172;1172;1161,2;1154;1154;1157,6;1172;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49330000;2;01/10/1948;;1;1;1595;1071,2;1208,023;31;23;1;1;1;;0;1175,6;1190;1215,2;1226;1240,4;1229,6;1226;1218,8;1197,2;1190;1157,6;1136;1121,6;1114,4;1100;1100;1096,4;1089,2;1082;1074,8;1082;1078,4;1071,2;1082;1164,8;1258,4;1335,5;1462,8;1557,2;1580,6;1595;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/11/1948;;1;1;1926,4;1064;1391,32;5;21;1;1;1;;0;1674,1;1748,8;1873,6;1921,6;1926,4;1892,8;1849,6;1744;1674,1;1548;1498;1424,4;1343,3;1298;1244;1200,8;1168,4;1128,8;1096,4;1078,4;1064;1067,6;1082;1096,4;1082;1092,8;1100;1121,6;1215,2;1484,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49330000;2;01/12/1948;;1;1;6181,6;1720;4448,113;31;1;1;1;1;;0;1720;1916,8;2108,8;2250;2390;2645;3125,2;3483,5;3774,8;4019;4165,4;4284,4;4362,4;4514;4550,8;4653;4786,4;4924;5065,4;5209,6;5345;5474;5575,6;5679,2;5806;5827,6;5914;5980;6035,2;6124,8;6181,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/01/1949;;1;1;9049;6250;7412,387;31;1;1;1;1;;0;6250;6348;6390;6446;6525;6569;6635;6690;6756;6844;6954;6987;7053;7196;7218;7295;7372;7493;7537;7625;7735;7823;7933;8043;8164;8285;8428;8558;8666;8917;9049;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/02/1949;;1;1;9651,7;8504;9120,629;6;25;1;1;1;;0;9203,9;9370,8;9482,8;9538,8;9617,8;9651,7;9640,4;9606,5;9583,9;9595,2;9561,3;9438;9326;9203,9;9071;8928;8840,4;8840,4;9137,3;8972;8785,9;8622,8;8547,2;8525,6;8504;8525,6;8590,4;8666;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
49330000;2;01/03/1949;;1;1;15056;8785,9;12869,98;18;1;1;1;1;;0;8785,9;8939;9170,6;9404,4;9753,4;10199,5;10676,6;11514;12174;12768;13472;13956;14374;14682;14880;14968;15034;15056;14946;14792;14682;14462;14264;14066;13846;13626;13384;13098;12922;12680;12394;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/04/1949;;1;1;12086;4904;7658,81;1;30;1;1;1;;0;12086;11778;11514;11184;10810;10583;10373,2;10222,5;10027;9663;9303,8;8818,6;8186;7405;6756;6147,4;5784,8;5534,8;5414;5374,4;5374,4;5374,4;5384,2;5424;5384,2;5364,6;5325,4;5228,8;5034,8;4904;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49330000;2;01/05/1949;;1;1;4786,4;2993,2;3495,055;1;21;1;1;1;;0;4786,4;4709,6;4415,2;4250;4137,6;3877,4;3774,8;3634;3600,8;3536;3498,5;3476;3400;3356;3347,2;3286,8;3172;3164;3087,2;3028,8;2993,2;2993,2;3043,2;3087,2;3164;3228;3244,8;3270;3295,2;3261,6;3228;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/06/1949;;1;1;3132,8;2400;2611,107;1;30;1;1;1;;0;3132,8;3000;2925,6;2850;2791,2;2757,6;2726;2700;2680;2660;2640;2625;2605;2590;2575;2560;2545;2530;2515;2500;2490;2475;2460;2455;2450;2435;2430;2420;2410;2400;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49330000;2;01/07/1949;;1;1;2385;2089,6;2226,181;1;30;1;1;1;;0;2385;2375;2370;2355;2345;2335;2335;2335;2320;2310;2295;2270;2240;2220;2200;2200;2190,4;2190,4;2190,4;2180,8;2176;2166,4;2166,4;2147,2;2128;2104;2104;2104;2094,4;2089,6;2089,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/08/1949;;1;1;2080;1763,2;1921,755;1;31;1;1;1;;0;2080;2065,6;2056;2041,6;2036,8;2032;2022,4;2008;1993,6;1974,4;1960;1950,4;1940,8;1926,4;1916,8;1912;1902,4;1888;1888;1888;1868,8;1864;1859,2;1854,4;1844,8;1835,2;1816;1801,6;1796,8;1787,2;1763,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/09/1949;;1;1;1744;1484,5;1614,777;1;30;1;1;1;;0;1744;1739,2;1739,2;1729,6;1724,8;1704,7;1689,4;1684,3;1674,1;1669;1654;1644;1634;1619;1619;1609,4;1599,8;1575,8;1571;1566,4;1561,8;1557,2;1552,6;1543,4;1529,6;1516;1516;1498;1493,5;1484,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49330000;2;01/10/1949;;1;1;1585,4;1335,5;1418,51;31;23;1;1;1;;0;1475,7;1467,1;1467,1;1458,5;1454,2;1445,6;1441,3;1437;1432,8;1428,6;1424,4;1420,2;1416;1411,8;1395;1383;1375;1371;1359;1355;1347,2;1343,3;1335,5;1347,2;1359;1371;1416;1445,6;1475,7;1529,6;1585,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/11/1949;;1;1;3886;1689,4;2712,473;30;1;1;1;1;;0;1689,4;1787,2;1931,2;2070,4;2156,8;2215;2295;2355;2410;2500;2610;2763,2;2972,8;3156;3244,8;3253,2;3180;3050,4;2959,2;2820;2700;2615;2560;2555;2610;2972,8;3102,4;3278,4;3675;3886;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49330000;2;01/12/1949;;1;1;3800;2410;2789,316;1;9;1;1;1;;0;3800;3732,8;3650,4;3117,6;2832;2670;2530;2440;2410;2485;2630;2768,8;2868;2874,4;2814;2715,6;2635;2555;2495;2460;2490;2530;2580;2630;2715,6;2763,2;2796,8;2802,4;2814;2856;3007,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/01/1950;;1;1;5731,8;3072;4429,251;15;30;1;1;1;;0;3476;4019;4301,6;4560;4767,2;4894;4984;5075,6;5179,2;5257,6;5305,8;5325,4;5374,4;5545;5731,8;5565,4;5484;5158,4;4825,4;4496;4156;3956,4;3766,4;3617,4;3476;3356;3228;3140,4;3102,4;3072;3110;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;2;01/02/1950;;1;1;4796;3156;4319,532;27;1;1;1;1;;0;3156;3244,8;3329,6;3407,6;3528,5;3749,6;4064;4275,8;4442;4523,2;4578,4;4671,8;4748;4748;4728,8;4653;4634,2;4587,6;4496;4460;4424;4451;4532,4;4615,4;4671,8;4757,6;4796;4671,8;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
49330000;2;01/03/1950;;1;1;4569,2;2600;3481,716;1;27;1;1;1;;0;4569,2;4487;4424;4336;4221,8;3974;3877,4;3843;3903,6;3956,4;3974;3956,4;3886;3808,6;3691,4;3617,4;3415,2;3228;3064,8;2972,8;2893,6;2880,8;2850;2808;2763,2;2690;2600;2635;2720,8;2856;3028,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
